Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres)
85291,2016,8,13,2.5,-2.2,1.6
85291,2016,8,14,4.4,-2.1,0.4
85291,2016,8,15,9.6,0.1,0
85291,2016,8,16,7.4,2.9,0
85291,2016,8,17,5.4,2.4,0.4
85291,2016,8,18,8.8,1,0
85291,2016,8,19,5.5,4,0
85291,2016,8,20,0.2,-3.7,9.2
85291,2016,8,21,1.2,-3.3,2.4
85291,2016,8,22,1.4,-1.1,20.6
85291,2016,8,23,0.6,-2.1,3.2
85291,2016,8,24,2.1,-2.7,0
85291,2016,8,25,-1.2,-3.6,4.6
85291,2016,8,26,-1.1,-3.2,18.6
85291,2016,8,27,1.7,-3.6,0.2
85291,2016,8,28,4.1,-2.4,0
85291,2016,8,29,7.9,0.8,0
85291,2016,8,30,5.4,2.4,0
85291,2016,8,31,5.6,3.2,3.8
85291,2016,9,1,5.3,1.9,8.8
85291,2016,9,2,3.3,0.4,0
85291,2016,9,3,0.8,0,21.8
85291,2016,9,4,9.3,-0.9,10.6
85291,2016,9,5,12.4,-0.8,0
85291,2016,9,6,11.6,4.2,0
85291,2016,9,7,11.5,4.8,0
85291,2016,9,8,9.8,4.4,0
85291,2016,9,9,7,5.2,1
85291,2016,9,10,2.6,2.5,22.4
85291,2016,9,11,5,-1,4
85291,2016,9,12,3,0.2,0.4
85291,2016,9,13,6.5,0.8,4
85291,2016,9,14,5.2,2.7,5
85291,2016,9,15,2.4,,
85291,2016,9,16,4.3,-2.3,15.4
85291,2016,9,17,6.9,-1.5,0
85291,2016,9,18,3.6,1.9,0.4
85291,2016,9,19,2.7,-2.4,13.8
85291,2016,9,20,8.6,-1.6,0.2
85291,2016,9,21,3.4,0,1.4
85291,2016,9,22,4,0,36.8
85291,2016,9,23,9,0.1,16.6
85291,2016,9,24,9.3,3.2,0.2
85291,2016,9,25,0,-0.6,12.4
85291,2016,9,26,2,-2.5,1.6
85291,2016,9,27,2.9,-2.6,9.8
85291,2016,9,28,7.9,-2,4
85291,2016,9,29,2.6,1.9,5
85291,2016,9,30,2.7,-1.1,5.2
85291,2017,6,1,0,-2,6.8
85291,2017,6,2,0.4,-1.2,0
85291,2017,6,3,1.9,-1.3,0
85291,2017,6,4,4.4,-1.3,0
85291,2017,6,5,2.9,-0.8,0
85291,2017,6,6,-0.2,-0.9,11.6
85291,2017,6,7,4.2,-2.7,8
85291,2017,6,8,3.4,-1.3,0
85291,2017,6,9,4.5,-1.8,3.2
85291,2017,6,10,6.3,0.3,0.2
85291,2017,6,11,4.2,2.2,0
85291,2017,6,12,6.7,0.8,0
85291,2017,6,13,12.6,1.2,2
85291,2017,6,14,8.8,5.7,0
85291,2017,6,15,4.6,2,0
85291,2017,6,16,9.6,1,0
85291,2017,6,17,7.9,1.2,0
85291,2017,6,18,3.8,-0.6,0
85291,2017,6,19,7.8,0,0
85291,2017,6,20,8.1,1.1,0
85291,2017,6,21,2.4,0.9,0.8
85291,2017,6,22,1.2,-1.9,3.4
85291,2017,6,23,1.3,-2.2,0
85291,2017,6,24,-1.4,-2.6,9.4
85291,2017,6,25,0,-4.3,3
85291,2017,6,26,0.1,-2.1,0.6
85291,2017,6,27,0.3,-2.7,0.8
85291,2017,6,28,0.6,-2.3,0
85291,2017,6,29,0.1,-1.1,0.4
85291,2017,6,30,-1.6,-3.5,16.2
85291,2017,7,1,3.5,-5.8,6
85291,2017,7,2,6.3,-3.2,0.2
85291,2017,7,3,2.7,,0
85291,2017,7,4,1.8,-0.4,4.8
85291,2017,7,5,0.5,0,11
85291,2017,7,6,-0.6,-3.3,4.6
85291,2017,7,7,0.3,-3.2,0
85291,2017,7,8,0.2,-3,0
85291,2017,7,9,-1.1,-3.1,1.6
85291,2017,7,10,0,-2.7,0.2
85291,2017,7,11,0.2,-1.2,5.4
85291,2017,7,12,3.7,-4.1,0.4
85291,2017,7,13,2.4,-1.3,0
85291,2017,7,14,0.8,-0.3,0
85291,2017,7,15,-0.2,-3.8,3.4
85291,2017,7,16,4.4,-4.5,0.8
85291,2017,7,17,2.7,-2,0
85291,2017,7,18,0.4,-0.7,2.4
85291,2017,7,19,1.2,-1.4,7
85291,2017,7,20,-2.1,-2.5,32.2
85291,2017,7,21,1.8,-4.7,12
85291,2017,7,22,4.5,-3.7,2.8
85291,2017,7,23,1.3,-1.5,0
85291,2017,7,24,1.4,-1,5.8
85291,2017,7,25,4.9,-0.8,0.6
85291,2017,7,26,0.2,-0.6,1.8
85291,2017,7,27,1.2,-3.5,10.4
85291,2017,7,28,5.4,-1.7,7.6
85291,2017,7,29,7.3,-3,2.6
85291,2017,7,30,2,1.2,0.4
85291,2017,7,31,2.6,-0.5,5.6
85291,2017,8,1,2.8,-2.3,1.6
85291,2017,8,2,4,-2.9,0
85291,2017,8,3,1.8,-2.1,0
85291,2017,8,4,0.3,-1.2,2.4
85291,2017,8,5,-0.5,-2.3,5.8
85291,2017,8,6,-0.8,-2.2,3.2
85291,2017,8,7,-0.7,-3,7.8
85291,2017,8,8,2.1,-2.5,29
85291,2017,8,9,6.7,-1.2,8.2
85291,2017,8,10,6,1.7,0
85291,2017,8,11,1.8,-0.9,3.8
85291,2017,8,12,2.2,-1.2,0.6
85291,2017,8,13,5.2,-0.3,1
85291,2017,8,14,8.3,0.6,0
85291,2017,8,15,5.6,2.8,0.4
85291,2017,8,16,1.2,-0.4,30.8
85291,2017,8,17,-0.1,-1,10.6
85291,2017,8,18,-2.5,-3.3,13
85291,2017,8,19,-1.8,-4.5,14.2
85291,2017,8,20,0.8,-5.4,13.2
85291,2017,8,21,-0.4,-4,0.6
85291,2017,8,22,3.1,-3.3,2.2
85291,2017,8,23,2.5,-0.8,0
85291,2017,8,24,-0.5,-3.5,19.6
85291,2017,8,25,2.5,-3,6.8
85291,2017,8,26,1.4,-2.2,0
85291,2017,8,27,-3.4,-4.8,7.2
85291,2017,8,28,-1.7,-5.4,8.4
85291,2017,8,29,-0.1,-5.1,0
85291,2017,8,30,0,-3.1,3
85291,2017,8,31,3.8,-6.2,5
85291,2017,9,1,6.8,-0.1,0.2
85291,2017,9,2,8.6,1.6,0
85291,2017,9,3,6.5,3,0
85291,2017,9,4,-2.2,-4,16
85291,2017,9,5,-2.4,-5.7,3.4
85291,2017,9,6,-0.2,-5.2,11.4
85291,2017,9,7,0,-2.5,7.6
85291,2017,9,8,-0.7,-3.4,23.8
85291,2017,9,9,0,-3.4,32.4
85291,2017,9,10,4,-1.6,23.4
85291,2017,9,11,6.6,-0.7,0.2
85291,2017,9,12,7.9,2.7,0.4
85291,2017,9,13,3.3,2.7,3.2
85291,2017,9,14,0.6,-5,21.2
85291,2017,9,15,2.3,-3.8,11.2
85291,2017,9,16,-2,-4,22.4
85291,2017,9,17,7.1,-5.2,19.4
85291,2017,9,18,8.5,-2.3,0
85291,2017,9,19,-0.2,-2.6,7.8
85291,2017,9,20,8.3,-2.7,3
85291,2017,9,21,9.8,-0.3,0
85291,2017,9,22,14.6,5.4,0
85291,2017,9,23,16.6,8.8,0
85291,2017,9,24,4.2,0.9,0.6
85291,2017,9,25,0.6,0,7.4
85291,2017,9,26,9.6,-3.2,16
85291,2017,9,27,11.5,-1.8,0
85291,2017,9,28,3.6,0.8,0
85291,2017,9,29,5.2,-1.3,0.6
85291,2017,9,30,0,-1.6,2.6
85291,2018,6,1,3.7,-4.4,2.6
85291,2018,6,2,4.8,-0.9,0
85291,2018,6,3,7.8,-1.2,0
85291,2018,6,4,4.7,-0.3,0
85291,2018,6,5,4,-0.2,0
85291,2018,6,6,8.5,0.4,0
85291,2018,6,7,4.8,3,0
85291,2018,6,8,2.8,1.6,0
85291,2018,6,9,3.5,1.5,1.8
85291,2018,6,10,6.7,0,2.2
85291,2018,6,11,5,0.4,0
85291,2018,6,12,3,0.7,1.8
85291,2018,6,13,0.2,-1.1,3.4
85291,2018,6,14,0.5,-1.7,5.4
85291,2018,6,15,-0.6,-1.1,8.2
85291,2018,6,16,-0.5,-3.4,7.4
85291,2018,6,17,,-3.1,11.2
85291,2018,6,18,0,,100.6
85291,2018,6,19,2.7,-2.6,59
85291,2018,6,20,4.3,-1,
85291,2018,6,21,4,-0.3,0
85291,2018,6,22,2.7,-1.7,0
85291,2018,6,23,1.3,-2.6,0
85291,2018,6,24,-0.6,-2.4,3.8
85291,2018,6,25,2.3,-2.4,0
85291,2018,6,26,4.9,-1.1,0
85291,2018,6,27,6.3,1.2,0
85291,2018,6,28,5.3,0.9,0
85291,2018,6,29,0.5,-1.1,0
85291,2018,6,30,-0.2,,3.6
85291,2018,7,1,0,-2.7,7.4
85291,2018,7,2,4.6,-2,0.6
85291,2018,7,3,7.4,-0.1,0
85291,2018,7,4,6.3,1.8,0
85291,2018,7,5,6.6,3.1,0
85291,2018,7,6,0.7,0.7,2.6
85291,2018,7,7,-0.1,-2.3,9.2
85291,2018,7,8,0.5,-2.5,23.6
85291,2018,7,9,0.1,-0.8,25.4
85291,2018,7,10,3,-3.5,6
85291,2018,7,11,2.4,-2.5,0
85291,2018,7,12,2.1,-2.8,0
85291,2018,7,13,-0.8,-2.9,2.4
85291,2018,7,14,3.6,-2.5,0
85291,2018,7,15,1.2,-3.2,0
85291,2018,7,16,1.3,-2.5,0
85291,2018,7,17,3.8,-1.2,0
85291,2018,7,18,0.4,-3.5,6
85291,2018,7,19,3.3,-2.3,0
85291,2018,7,20,,-3.7,5.4
85291,2018,7,21,-0.4,,
85291,2018,7,22,-0.2,-3.4,1.2
85291,2018,7,23,2.4,-3.7,0
85291,2018,7,24,1.1,-2,2.6
85291,2018,7,25,0.4,-1.9,11.8
85291,2018,7,26,1.7,-1.7,0.2
85291,2018,7,27,4,-1.5,0
85291,2018,7,28,7.1,1.5,0
85291,2018,7,29,0.4,0.4,4.6
85291,2018,7,30,-0.4,-3.3,5.2
85291,2018,7,31,0.3,-2.7,4.2
85291,2018,8,1,0,-2,10.6
85291,2018,8,2,6.2,-2.8,0.2
85291,2018,8,3,6.5,-1,0
85291,2018,8,4,1.4,-2.8,6.2
85291,2018,8,5,3.8,-1.9,0
85291,2018,8,6,-0.4,-1.9,4.6
85291,2018,8,7,-0.7,-3.9,5
85291,2018,8,8,0.3,-3.2,15.4
85291,2018,8,9,4,,8.2
85291,2018,8,10,4.3,-1.9,0
85291,2018,8,11,-0.6,-1.2,2.8
85291,2018,8,12,0.9,-4.4,15.4
85291,2018,8,13,2.1,-3.8,5
85291,2018,8,14,6.5,-0.7,0.2
85291,2018,8,15,2.6,-0.1,1.6
85291,2018,8,16,-0.8,-2.4,5
85291,2018,8,17,0.8,,
85291,2018,8,18,-1.5,-2.9,7.6
85291,2018,8,19,-1.8,-4.2,9.4
85291,2018,8,20,-1,-4.5,30.6
85291,2018,8,21,-0.2,-2.9,17.4
85291,2018,8,22,1,,
85291,2018,8,23,1.7,,2.8
85291,2018,8,24,4.5,-3.4,0
85291,2018,8,25,5.9,-0.6,0
85291,2018,8,26,4.4,0.2,0
85291,2018,8,27,-2,-4.6,8.4
85291,2018,8,28,-0.6,-6.6,1
85291,2018,8,29,4.7,-6.5,0
85291,2018,8,30,7,-2.2,0
85291,2018,8,31,1.7,0.2,4
85291,2018,9,1,0,-1.2,11.4
85291,2018,9,2,0,-4.2,19.2
85291,2018,9,3,3.3,-4.8,5.6
85291,2018,9,4,5.9,-1.9,0.2
85291,2018,9,5,6.6,1,0
85291,2018,9,6,4.5,2.3,0.2
85291,2018,9,7,1.4,,
85291,2018,9,8,4,-2.7,0.6
85291,2018,9,9,7.3,-0.7,0
85291,2018,9,10,10.8,0.3,0.2
85291,2018,9,11,9.4,4.1,0
85291,2018,9,12,4.7,-0.8,1.6
85291,2018,9,13,9.6,-1.2,0.2
85291,2018,9,14,9.4,2.3,0
85291,2018,9,15,4.2,4.2,0
85291,2018,9,16,-0.7,-5.6,11
85291,2018,9,17,3.6,-3.4,5.8
85291,2018,9,18,6.6,-1,0
85291,2018,9,19,-1,-3.1,17.6
85291,2018,9,20,2.9,-3.7,1.4
85291,2018,9,21,8.4,-1.8,0.2
85291,2018,9,22,8.2,2.2,0
85291,2018,9,23,0.6,-0.1,4
85291,2018,9,24,5.9,,
85291,2018,9,25,,-1.4,0
85291,2018,9,26,6.7,-3.4,0
85291,2018,9,27,10.1,0.7,0
85291,2018,9,28,2.9,-0.2,0
85291,2018,9,29,0,-4.5,20.6
85291,2018,9,30,10.2,-3.5,6.6
85291,2019,6,1,6,0.5,15.4
85291,2019,6,2,6.3,1.3,0.2
85291,2019,6,3,-0.1,-1.2,8.8
85291,2019,6,4,-0.5,-3.5,41.8
85291,2019,6,5,1.9,-3.1,5.2
85291,2019,6,6,7,-1.5,3.4
85291,2019,6,7,10,-0.4,0.8
85291,2019,6,8,5.6,3.9,0
85291,2019,6,9,6,2.7,0
85291,2019,6,10,3.8,3.1,4.2
85291,2019,6,11,9.6,1.5,4.4
85291,2019,6,12,,3,0
85291,2019,6,13,,-0.1,
85291,2019,6,14,,-0.2,3
85291,2019,6,15,,,3.6
85291,2019,6,16,3.7,-0.9,0
85291,2019,6,17,6.3,-0.4,0
85291,2019,6,18,,-0.3,0
85291,2019,6,19,-1.6,-3.4,16
85291,2019,6,20,-0.2,-2.9,11.6
85291,2019,6,21,-0.9,-2.7,12.8
85291,2019,6,22,-0.3,-2.8,4.4
85291,2019,6,23,1.5,-3.6,0
85291,2019,6,24,6.8,-3.5,0
85291,2019,6,25,6.1,-0.5,0.2
85291,2019,6,26,8.6,1.8,0
85291,2019,6,27,8,2.8,0
85291,2019,6,28,6.4,2.8,0
85291,2019,6,29,4.9,3.8,0
85291,2019,6,30,-0.9,-3.2,13
85291,2019,7,1,1.1,-2.8,0.8
85291,2019,7,2,,-2.2,0
85291,2019,7,3,3,-0.2,0.4
85291,2019,7,4,5.8,-1.3,0.2
85291,2019,7,5,7.5,1.3,0
85291,2019,7,6,8,2.7,0
85291,2019,7,7,6.2,2.2,0
85291,2019,7,8,1.9,1.8,6.2
85291,2019,7,9,,-2,1.8
85291,2019,7,10,1.4,-0.8,0.4
85291,2019,7,11,1.6,-2.7,7
85291,2019,7,12,2.4,-1.9,7.2
85291,2019,7,13,-1.3,-4.2,19.4
85291,2019,7,14,-0.3,-4.1,9.6
85291,2019,7,15,1.9,-1.8,40.8
85291,2019,7,16,1.6,-1.7,34.8
85291,2019,7,17,0.8,,5.6
85291,2019,7,18,,-1.8,6.6
85291,2019,7,19,3.1,-2.5,1.6
85291,2019,7,20,4.5,-1.5,0.2
85291,2019,7,21,1.7,0.5,0
85291,2019,7,22,4,-1.2,0.6
85291,2019,7,23,0.5,-1,3
85291,2019,7,24,4.1,-3.9,
85291,2019,7,25,7.5,,2
85291,2019,7,26,2.6,-0.3,0
85291,2019,7,27,1.8,0,6.4
85291,2019,7,28,3.9,-0.5,0.2
85291,2019,7,29,0.3,-1,0.8
85291,2019,7,30,4.4,-3.8,10
85291,2019,7,31,8.5,-3.1,0.2
85291,2019,8,1,2.7,1.2,0
85291,2019,8,2,5.1,-2.5,0.6
85291,2019,8,3,0.9,-2.4,0
85291,2019,8,4,-0.1,-1.5,5.8
85291,2019,8,5,2.9,-2.8,0.6
85291,2019,8,6,5,-2.2,0.4
85291,2019,8,7,3.4,-0.6,0.2
85291,2019,8,8,-1.5,-2.9,18.4
85291,2019,8,9,-3,-3.2,23.8
85291,2019,8,10,-1.6,-5.1,22
85291,2019,8,11,-0.3,-5,37.8
85291,2019,8,12,0,-4.6,37.2
85291,2019,8,13,0.8,-2.4,11
85291,2019,8,14,1.3,-1.2,10
85291,2019,8,15,3.2,-3.2,0.2
85291,2019,8,16,2.5,-0.1,0.2
85291,2019,8,17,4.9,-2,31.4
85291,2019,8,18,6.6,-0.5,0
85291,2019,8,19,-0.6,-5.1,12.6
85291,2019,8,20,2,-4.9,9.4
85291,2019,8,21,1.4,-0.7,5.6
85291,2019,8,22,3,-2.6,17.6
85291,2019,8,23,9,-5.3,10.6
85291,2019,8,24,5.1,0.8,0
85291,2019,8,25,-0.9,-3.1,18.6
85291,2019,8,26,0,-3.9,4.2
85291,2019,8,27,2.2,-2.9,1
85291,2019,8,28,0,-1.9,0
85291,2019,8,29,5.4,-4.3,19.2
85291,2019,8,30,8.3,-3.4,0.4
85291,2019,8,31,8.8,1,0
85291,2019,9,1,7.3,2.7,0
85291,2019,9,2,9.2,-0.7,8.4
85291,2019,9,3,8.9,1.2,0
85291,2019,9,4,6.6,2.1,0
85291,2019,9,5,7.5,1.2,0
85291,2019,9,6,0.9,-0.3,14.6
85291,2019,9,7,-1.2,-2.7,21.8
85291,2019,9,8,0,-2.8,24.8
85291,2019,9,9,-0.8,-4.1,44
85291,2019,9,10,4.9,-3.4,31.2
85291,2019,9,11,11.7,-1.2,
85291,2019,9,12,7.1,2.5,0
85291,2019,9,13,,-1.3,1.6
85291,2019,9,14,7.9,-2,0
85291,2019,9,15,8.7,-1.1,1.6
85291,2019,9,16,-1.4,-2,37.2
85291,2019,9,17,3.8,-5,8.4
85291,2019,9,18,7.6,-4,0.2
85291,2019,9,19,9.8,2.4,0
85291,2019,9,20,13.2,5.8,0
85291,2019,9,21,9.5,8.3,0
85291,2019,9,22,1.6,-3,21.4
85291,2019,9,23,-0.1,-2.5,1
85291,2019,9,24,,-3,13.8
85291,2019,9,25,3.7,-1.5,
85291,2019,9,26,8.5,-0.6,0
85291,2019,9,27,9.4,2.1,0
85291,2019,9,28,2.7,-2.8,13.4
85291,2019,9,29,0.6,-2.4,0
85291,2019,9,30,7,-2.8,0.2
85291,2020,6,1,,-0.2,2.4
85291,2020,6,2,,-1.8,
85291,2020,6,3,-0.1,-0.9,13.2
85291,2020,6,4,5.7,-4.1,0
85291,2020,6,5,5.1,-0.4,0
85291,2020,6,6,2.8,-0.9,0
85291,2020,6,7,1.8,-3.4,2.6
85291,2020,6,8,,-3.4,0
85291,2020,6,9,6.8,1,
85291,2020,6,10,7.4,1.4,0
85291,2020,6,11,3.8,,
85291,2020,6,12,7.2,0.1,0
85291,2020,6,13,4.7,,0
85291,2020,6,14,3.7,-1,17.8
85291,2020,6,15,3.9,-0.8,2.6
85291,2020,6,16,3.8,2.2,0.4
85291,2020,6,17,3.8,-2.1,9.2
85291,2020,6,18,6,-1.4,0.2
85291,2020,6,19,5.1,2.3,0
85291,2020,6,20,5.2,2.7,6
85291,2020,6,21,1.2,-1,0.2
85291,2020,6,22,0.2,-1.2,4.2
85291,2020,6,23,3.3,-1.5,17
85291,2020,6,24,5.7,0,29.4
85291,2020,6,25,2.4,1,0
85291,2020,6,26,-0.4,-1.9,4.2
85291,2020,6,27,1,-3,4.2
85291,2020,6,28,3.5,-2.8,0.2
85291,2020,6,29,7.4,-1.8,0
85291,2020,6,30,3.6,-0.8,0
85291,2020,7,1,6.9,0.4,0
85291,2020,7,2,,,10.6
85291,2020,7,3,-0.6,-2.6,5.2
85291,2020,7,4,1.7,-3.8,21.4
85291,2020,7,5,0.7,-0.7,18.6
85291,2020,7,6,1.5,-1,5.6
85291,2020,7,7,5.1,-0.6,1.8
85291,2020,7,8,,-1.2,0
85291,2020,7,9,,0.7,0
85291,2020,7,10,5.3,0.4,0
85291,2020,7,11,3.4,1.2,0
85291,2020,7,12,1.3,-0.5,7.2
85291,2020,7,13,2,,66.8
85291,2020,7,14,1.9,-0.5,21.6
85291,2020,7,15,1.3,-1.6,0.2
85291,2020,7,16,3.5,-2.5,0
85291,2020,7,17,9.8,-2.2,
85291,2020,7,18,5.5,2.1,0
85291,2020,7,19,3.9,-0.4,0
85291,2020,7,20,-0.1,,4.8
85291,2020,7,21,1.4,-1.7,12.4
85291,2020,7,22,0,-1.9,0.2
85291,2020,7,23,5.2,-3.4,1
85291,2020,7,24,5.3,-2.6,0
85291,2020,7,25,5.2,1.3,0
85291,2020,7,26,4.4,0.3,0
85291,2020,7,27,3.1,,10.2
85291,2020,7,28,3.4,1.3,59
85291,2020,7,29,6.3,-0.4,5
85291,2020,7,30,,-1.2,3.8
85291,2020,7,31,7.6,-2.9,0
85291,2020,8,1,6.2,,
85291,2020,8,2,7,1.2,
85291,2020,8,3,5.1,0.8,0
85291,2020,8,4,-2,-6.5,3.6
85291,2020,8,5,-1.9,-6.8,15.4
85291,2020,8,6,0,-4.1,13.4
85291,2020,8,7,0,-4.9,1
85291,2020,8,8,2.3,-1.8,4
85291,2020,8,9,,-0.4,4.6
85291,2020,8,10,,-2.1,
85291,2020,8,11,8.9,-2,
85291,2020,8,12,3.1,,1
85291,2020,8,13,5.2,1.2,0
85291,2020,8,14,7,2.3,2.4
85291,2020,8,15,3.3,1.3,3.4
85291,2020,8,16,2.3,1,31.2
85291,2020,8,17,3.2,0.3,50.8
85291,2020,8,18,3,-0.8,1.8
85291,2020,8,19,0.1,-0.9,9.6
85291,2020,8,20,-0.4,-2.1,21.2
85291,2020,8,21,-1.4,-3.7,13.2
85291,2020,8,22,-1.9,-5,11.4
85291,2020,8,23,,-4.5,44.2
85291,2020,8,24,-0.7,-2.9,11.8
85291,2020,8,25,-0.1,-3.3,2.8
85291,2020,8,26,1,-2.8,2
85291,2020,8,27,3.8,-2.1,1
85291,2020,8,28,5.6,-2.7,5.2
85291,2020,8,29,9.3,-1,3.6
85291,2020,8,30,,4.4,0
85291,2020,8,31,0.1,-3.5,14.2
85291,2020,9,1,5,-4.5,6
85291,2020,9,2,9.7,-0.2,0
85291,2020,9,3,,2.9,0
85291,2020,9,4,,,
85291,2020,9,5,,-1.1,
85291,2020,9,6,,-0.6,
85291,2020,9,7,10.2,2.8,0
85291,2020,9,8,11.4,6.5,0
85291,2020,9,9,,-1.7,3
85291,2020,9,10,,-0.1,0.2
85291,2020,9,11,14.2,3.7,
85291,2020,9,12,6.1,3.6,0.8
85291,2020,9,13,,3.5,
85291,2020,9,14,5,-0.3,
85291,2020,9,15,9.7,-0.6,0
85291,2020,9,16,10.2,3.9,0
85291,2020,9,17,10.1,2.2,0
85291,2020,9,18,12.4,1.6,0
85291,2020,9,19,14.7,,0
85291,2020,9,20,8.2,6.8,0.2
85291,2020,9,21,8.6,,
85291,2020,9,22,,1,4.8
85291,2020,9,23,,-1.2,
85291,2020,9,24,,-3.5,
85291,2020,9,25,-0.6,-2.5,0.8
85291,2020,9,26,-1.1,-4.7,18.8
85291,2020,9,27,0.2,-3.8,39.4
85291,2020,9,28,7.3,-6.3,4.2
85291,2020,9,29,10,0.2,0
85291,2020,9,30,,,0
85291,2021,6,1,6.8,3.5,0
85291,2021,6,2,8.9,,0
85291,2021,6,3,6,3,0
85291,2021,6,4,,-0.4,7
85291,2021,6,5,3.3,-4.9,8.6
85291,2021,6,6,3.8,-3.4,0.4
85291,2021,6,7,,,0
85291,2021,6,8,,,0.8
85291,2021,6,9,5.1,-2.5,1.6
85291,2021,6,10,4.6,,280.6
85291,2021,6,11,4.8,-0.9,16.6
85291,2021,6,12,,,41.2
85291,2021,6,13,,,7.2
85291,2021,6,14,3.9,0.7,0.2
85291,2021,6,15,4.8,0.4,2.2
85291,2021,6,16,2.5,0.8,0
85291,2021,6,17,1.6,-1.3,1.8
85291,2021,6,18,2.6,-1.1,3.8
85291,2021,6,19,1.9,-0.4,21.2
85291,2021,6,20,2.3,-0.9,0.2
85291,2021,6,21,,-0.7,0
85291,2021,6,22,5.3,0.3,0
85291,2021,6,23,3.4,1.2,0.2
85291,2021,6,24,4.1,2,8.6
85291,2021,6,25,1.7,-0.1,2.2
85291,2021,6,26,1.4,-0.4,12.6
85291,2021,6,27,4.1,-2.2,5
85291,2021,6,28,7.9,-1.9,0.2
85291,2021,6,29,7.2,1.1,0
85291,2021,6,30,3.7,0.7,0
85291,2021,7,1,6.1,1.5,0.2
85291,2021,7,2,3.6,1,0
85291,2021,7,3,-1.3,-3.9,3.8
85291,2021,7,4,-0.6,-3.9,1.4
85291,2021,7,5,0.2,-2.4,13.4
85291,2021,7,6,-0.1,-3,2.8
85291,2021,7,7,0,-2.9,0
85291,2021,7,8,,-3.5,0
85291,2021,7,9,6.1,-1.1,
85291,2021,7,10,3.6,-1.2,0
85291,2021,7,11,5.9,-0.6,0
85291,2021,7,12,2.8,-0.1,0
85291,2021,7,13,2.4,0.3,1.4
85291,2021,7,14,3,-0.7,0.4
85291,2021,7,15,3,-0.4,3.8
85291,2021,7,16,0.6,-0.4,5.2
85291,2021,7,17,0.8,-3.5,9.6
85291,2021,7,18,-0.1,-3.1,32.4
85291,2021,7,19,-0.1,-2.1,2.2
85291,2021,7,20,-0.1,-1.3,4
85291,2021,7,21,-0.4,-3.5,22
85291,2021,7,22,0,-3.1,7.6
85291,2021,7,23,-0.7,-3.3,0.2
85291,2021,7,24,-0.4,-2.6,0.8
85291,2021,7,25,,-5,13.6
85291,2021,7,26,2.3,-5.1,
85291,2021,7,27,4.3,0.3,1.2
85291,2021,7,28,2,1.3,2
85291,2021,7,29,-0.1,-3.1,9.2
85291,2021,7,30,2.7,-3,0.2
85291,2021,7,31,7.4,-2,0.8
85291,2021,8,1,-0.3,-2.4,19.8
85291,2021,8,2,2.5,-2,0.4
85291,2021,8,3,-0.5,-1.3,0.8
85291,2021,8,4,1.6,-2.9,11.8
85291,2021,8,5,1.5,-1.4,21.2
85291,2021,8,6,1.2,-0.4,0.4
85291,2021,8,7,0.9,-0.9,0
85291,2021,8,8,4.3,-2,5.4
85291,2021,8,9,3.5,-0.5,0
85291,2021,8,10,5.4,0.6,0
85291,2021,8,11,8.2,0.7,0
85291,2021,8,12,1,-1.9,12.6
85291,2021,8,13,2.3,-0.8,0
85291,2021,8,14,3.9,-0.6,0
85291,2021,8,15,3.3,0,0.2
85291,2021,8,16,0.3,-1.2,1
85291,2021,8,17,4.6,-1.3,19.2
85291,2021,8,18,7.7,-0.7,5.2
85291,2021,8,19,8.1,-0.4,0
85291,2021,8,20,4.2,1.3,0
85291,2021,8,21,5.6,1.3,0.4
85291,2021,8,22,7.6,2.2,0
85291,2021,8,23,0.4,0.3,17
85291,2021,8,24,-1.2,-3.5,36.6
85291,2021,8,25,-0.2,-3.3,20.8
85291,2021,8,26,0,-3.4,13.8
85291,2021,8,27,1.3,-1.9,3.8
85291,2021,8,28,5.8,-1,2.6
85291,2021,8,29,1.4,-0.5,1.4
85291,2021,8,30,3.2,-1.3,2.8
85291,2021,8,31,7.3,0,0
85291,2021,9,1,12.2,3.2,0
85291,2021,9,2,12.8,7.2,0
85291,2021,9,3,11.7,8.7,0
85291,2021,9,4,4.3,1.6,46.8
85291,2021,9,5,0.1,-1.5,49.4
85291,2021,9,6,2,-1.8,19.2
85291,2021,9,7,6.1,-1.1,0.6
85291,2021,9,8,8.3,-1.8,1.8
85291,2021,9,9,8.9,2.5,0
85291,2021,9,10,9.2,-0.7,0
85291,2021,9,11,11.7,0.3,0
85291,2021,9,12,2.2,-2.4,2
85291,2021,9,13,0.2,-3.3,9.4
85291,2021,9,14,4.5,-3.9,0
85291,2021,9,15,4.1,-2.8,0
85291,2021,9,16,7,-1.5,0
85291,2021,9,17,9.9,0.5,0
85291,2021,9,18,3.3,0.9,14.2
85291,2021,9,19,3,-2.4,5.6
85291,2021,9,20,-1.3,-1.9,26.6
85291,2021,9,21,2.8,-4.6,37.4
85291,2021,9,22,7.4,-2.4,18
85291,2021,9,23,8.7,2.4,0.2
85291,2021,9,24,4.9,2.6,0
85291,2021,9,25,-1.1,-4.6,13
85291,2021,9,26,5.8,-5.1,8.2
85291,2021,9,27,8.8,-1.7,0
85291,2021,9,28,11.2,0.7,0
85291,2021,9,29,6.9,4.7,0
85291,2021,9,30,7.7,4.7,16.2
85291,2022,6,1,0.2,-4.4,14.8
85291,2022,6,2,0.1,-1.6,29.6
85291,2022,6,3,-0.4,-3.8,0
